Número de Registro,NIT Productor SDV,Nombre Comercial,Nombre Técnico,Partida Arancelaria,Fecha de Aprobacion,Fecha de Vencimiento
202105180079294,860001963,TEJIDO DE PUNTO CON PORCENTAJE MAYOR O IGUAL AL 5% DE ELASTAN.,TEJIDO DE PUNTO CON PORCENTAJE MAYOR O IGUAL AL 5% DE ELASTAN. ELASTAN 5% AL 24% POLIAMIDA (NYLON) 76% AL 95%.,6004100000,05/24/2021 08:58:22 AM,05/24/2022 12:00:00 AM
202105180079295,890301690,FARMAL SL/POLYGLOBE 2645. VARIAS MARCAS Y PRESENTACIONES,SORBITOL NO CRISTALIZABLE (PUREZA: MINIMO 45% EN BASE COMERCIAL EQUIVALENTE AL 64% EN BASE SECA),3824600000,05/19/2021 10:14:40 AM,05/19/2022 12:00:00 AM
202105180079297,860001963,TEJIDOS DE PUNTO CON HILADOS DE ELASTOMEROS CON PORCENTAJE MAYOR O IGUAL AL 5% DE ELASTAN.,TEJIDOS DE PUNTO CON HILADOS DE ELASTOMEROS CON PORCENTAJE MAYOR O IGUAL AL 5% DE ELASTAN. POLIESTER ENTRE 13% AL 48% ALGODON ENTRE 43% AL 82% ELASTAN ENTRE 5% AL 9%,6004100000,05/24/2021 09:01:24 AM,05/24/2022 12:00:00 AM
202105180079298,900800050,Calcomania guardabarro delantero,CALCOMANIA DECORATIVA ADHESIVA PARA MOTO,4908909000,05/24/2021 08:28:27 AM,05/24/2022 12:00:00 AM
202105180079299,832000402,INSTALACIONES ELECTRICAS DE BAJA PARA MOTOS,INSTALACIONES ELECTRICAS DE BAJA PARA MOTOS,8544300000,05/20/2021 10:02:11 AM,05/20/2022 12:00:00 AM
202105180079303,890801451,PANEL PUERTA TRASERO DERECHA IZQUIERDA X52 E1,PANEL INTERNO PARA PUERTAS TRASERAS DERECHAS E IZQUIERDAS DE VEHICULOS,8708292000,05/19/2021 10:54:16 AM,05/19/2022 12:00:00 AM
202105180079304,890801451,PANEL PUERTA TRASERO DERECHA IZQUIERDA X52 E0,PANEL INTERNO PARA PUERTAS TRASERAS DERECHAS E IZQUIERDAS DE VEHICULOS,8708292000,05/19/2021 11:04:32 AM,05/19/2022 12:00:00 AM
202105180079305,890801451,PANEL PUERTA TRASERO DERECHA IZQUIERDA X52 E2,PANEL INTERNO PARA PUERTAS TRASERAS DERECHAS E IZQUIERDAS DE VEHICULOS,8708292000,05/19/2021 11:29:14 AM,05/19/2022 12:00:00 AM
202105180079306,860031028,Arranque directo en caja plástica Sirius 3RE,Arranque directo en caja plástica Sirius 3RE,8536501990,05/21/2021 04:11:51 PM,05/21/2022 12:00:00 AM
202105180079307,900800050,Calcomania farola delantera RH (Gris) Calcomania farola delantera LH (Gris) Calcomania Tapa lateral RH (Gris) Calcomania Tapa lateral LH (Gris) Calcomania cola RH (Gris) Calcomania cola LH (Gris) Calcomania cola trasera RH (Gris) Calcomania cola tras,CALCOMANIA DECORATIVA ADHESIVA PARA MOTO,4908909000,05/24/2021 08:31:29 AM,05/24/2022 12:00:00 AM
202105180079310,860001963,TELA EN TEJIDO DE PUNTO POR URDIMBRE.,TELA EN TEJIDO DE PUNTO POR URDIMBRE 100% POLIESTER TENIDA,6005370000,05/24/2021 09:11:40 AM,05/24/2022 12:00:00 AM
202105180079314,900800050,Calcomania cola central (Gris) Calcomania cola central (Rojo),CALCOMANIA DECORATIVA ADHESIVA PARA MOTO,4908909000,05/24/2021 08:47:21 AM,05/24/2022 12:00:00 AM
202105180079316,900800050,Calcomania cola (Azul),CALCOMANIA DECORATIVA ADHESIVA PARA MOTO,4908909000,05/24/2021 08:49:25 AM,05/24/2022 12:00:00 AM
202105180079318,900800050,Calcomania Rin (Rojo) Calcomania Rin (Rojo) Calcomania Rin (Azul) Calcomania Rin (Gris) R Calcomania Rin (Gris) L,CALCOMANIA DECORATIVA ADHESIVA PARA MOTO,4908909000,05/24/2021 08:51:34 AM,05/24/2022 12:00:00 AM
202105180079319,860072172,LINER DE GRAMAJE INFERIOR  A 150 G/M2,PAPEL LINER DE GRAMAJE INFERIOR A 150 G/M2)DESDE 120 A 150  G/M2) A PARTIR DE FIBRAS RECICLADAS,4805240000,05/19/2021 12:00:00 AM,05/19/2022 12:00:00 AM
202105180079320,860072172,liner de gramaje superio a 150 gramos sobre metro cuadrado,papel liner de gramaje superior a 150 gramos sobre metro cuadrado ( desde 150 a 300 gramos sobre metro cuadrado) a partir de fibras recicladas superficie lisa en rollo,4805250000,05/19/2021 12:00:00 AM,05/19/2022 12:00:00 AM
202105180079321,79334466,CHALECO TÁCTICO PORTA PLACA,CHALECO TACTICO MULTIPROPOSITO EN TEJIDO PLANO 100% POLIESTER PARA PORTAR PLACAS BLINDADAS,6307909000,05/19/2021 08:42:55 AM,05/19/2022 12:00:00 AM
202105190079133,901049062,CALCETIN PARA USO CON BOTA,CALCETIN PARA USO CON BOTA,6115960000,05/20/2021 09:37:24 AM,05/20/2022 12:00:00 AM
202105190079154,900050616,BOTA TERMICA.  FT JELOG-DINTR-00030-A3,BOTA TERMICA MASCULINA Y FEMENINA CAPELLADA EN CUERO,6403919000,05/24/2021 02:34:13 PM,05/24/2022 12:00:00 AM
202105190079222,891411213,SPROCKET 34T FLEX MP 7701023418966,SPROCKET 34T FLEX MP 7701023418966,8714109000,05/20/2021 08:20:05 AM,05/20/2022 12:00:00 AM
202105190079224,891411213,PINON SALIDA 14T FLEX MP 7705946017145,PINON SALIDA 14T FLEX MP 7705946017145,8714109000,05/20/2021 09:03:14 AM,05/20/2022 12:00:00 AM
202105190079225,891411213,PINON DE SALIDA 125CR4 14D MP 7705946028738,PINON DE SALIDA 125CR4 14D MP 7705946028738,8714109000,05/20/2021 09:22:17 AM,05/20/2022 12:00:00 AM
202105190079226,891411213,SPROCKET 40T 125CR4 MP 7701023396738,SPROCKET 40T 125CR4 MP 7701023396738,8714109000,05/20/2021 09:45:35 AM,05/20/2022 12:00:00 AM
202105190079254,891411213,PIPE HANDLE/MANUBRIO/IGNITOR 15424,PIPE HANDLE/MANUBRIO/IGNITOR 15424,8714109000,05/20/2021 10:34:46 AM,05/20/2022 12:00:00 AM
202105190079296,890801451,PARACHOQUE TRASERO L52 PH2 CAMARA INYECTADO,PARACHOQUE TRASERO L52,8708100000,05/20/2021 11:29:09 AM,05/20/2022 12:00:00 AM
202105190079322,860072172,papel para corrugado medio,papel para corrugado medio a partir de fibras recicladas superficir plana(lisa) apariencia rugosa sin acanalar en rollos . de gramaje inferior o igual a 150 gramos sobre metro cuadrado(desde 120 hasta 150 gramos sobre metro cuadrado),4805240000,05/19/2021 12:00:00 AM,05/19/2022 12:00:00 AM
202105190079323,860072172,PAPEL PARA CORRUGADO MEDIO,PAPEL PARA CORRUGADO MEDIO A PARTIR DE FIBRAS RECICLADAS,4805250000,05/19/2021 12:00:00 AM,05/19/2022 12:00:00 AM
202105190079324,860001963,TEJIDO DE PUNTO POR URDIMBRE TENIDO.,TEJIDO DE PUNTO POR URDIMBRE 100% POLIAMIDA (NYLON) TENIDO,6005370000,05/24/2021 10:35:00 AM,05/24/2022 12:00:00 AM
202105190079326,900517378,TUBO DE ACERO SIN COSTURA DE ENTUBACION (CASING) RANURADO,TUBO DE ENTUBACION (CASING) RANURADO,7304290000,05/19/2021 03:29:54 PM,05/19/2022 12:00:00 AM
202105190079327,830119276,PANTALONCILLO TIPO BOXER,CALZONCILLO TIPO BOXER EN ALGODON 93%,6107110000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105190079328,830119276,UNIFORME DEPORTIVO,CONJUNTO UNIFORME DEPORTIVO MASCULINO,6114300000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105190079329,830119276,PANTALONETA DEPORTIVA MASCULINA 100% POLIESTER,PANTALONETA DEPORTIVA MASCULINA 100% POLIESTER,6114300000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105190079330,830119276,CAMISETA UNISEXO HABANA,CAMISETA HABANA T-SHIRT UNISEXO TEJIDO PUNTO,6109909000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105190079331,830119276,CAMISETA PARA HOMBRE TIPO POLO.,CAMISETA TIPO POLO PARA HOMBRE EN TEJIDO DE PUNTO 55% ALGODON 45% POLIESTER,6105100000,05/19/2021 12:00:00 AM,05/19/2022 12:00:00 AM
202105190079332,830119276,PIJAMA PARA HOMBRE.,PIJAMA PARA HOMBRE EN TEJIDO PUNTO 100% ALGODON,6107210000,05/21/2021 12:00:00 AM,05/21/2022 12:00:00 AM
202105190079333,811022347,PARRILLA ONE ST 100,80003392 AUM-PAR-ST-100,8714109000,05/20/2021 12:21:02 PM,05/20/2022 12:00:00 AM
202105190079334,811022347,SLIDER ZS 125 PRO,80003401 AUM-SLI-VIC-ZS-125,8714109000,05/20/2021 12:44:45 PM,05/20/2022 12:00:00 AM
202105190079337,800119030,UNIFORME DE SERVICIO Nº. 3 EJC FEMENINO CON FALDA OFICIAL Y SUBOFICIAL 30 % LANA - 70% POLIESTER,UNIFORME DE SERVICIO Nº. 3 EJC FEMENINO CON FALDA OFICIAL Y SUBOFICIAL 30 % LANA - 70% POLIESTER,6204130000,05/20/2021 09:35:12 AM,05/20/2022 12:00:00 AM
202105190079339,800119030,UNIFORME DE SERVICIO Nº. 3 EJC MASCULINO OFICIAL Y SUBOFICIAL 30 % LANA - 70% POLIESTER,UNIFORME DE SERVICIO Nº. 3 EJC MASCULINO OFICIAL Y SUBOFICIAL 30 % LANA - 70% POLIESTER,6203120000,05/20/2021 09:06:19 AM,05/20/2022 12:00:00 AM
202105190079341,900127140,CHALECO ANTIFRAGMENTACION  DE USO EXTERIOR,CHALECO ANTIFRAGMENTOS. EN FIBRAS DE ARAMIDA 100%,6307909000,05/19/2021 05:56:58 PM,05/19/2022 12:00:00 AM
202105190079342,890913861,VESTIDO SASTRE PARA DAMA (UNIFORME No.3),VESTIDO SASTRE PARA DAMA (UNIFORME No.3),6204130000,05/19/2021 05:54:37 PM,05/19/2022 12:00:00 AM
202105190079353,890801451,DIRECCIONAL TRASERA DER B72,LUZ TRASERA DERECHA (DIRECCIONAL) INDICADORA DE DIRECCION EN MOTOCICLETAS,8512209000,05/19/2021 04:07:33 PM,05/19/2022 12:00:00 AM
202105190079356,900517378,OCTG: TUBO DE ENTUBACION (CASING) SIN COSTURA,TUBO DE ENTUBACION (CASING),7304290000,05/19/2021 03:26:20 PM,05/19/2022 12:00:00 AM
202105190079358,811022347,SOP. CORTA VIENTO NK DER,80000082 AUM-SOP-CTV-DER-NK,8714109000,05/20/2021 02:47:31 PM,05/20/2022 12:00:00 AM
202105190079360,811022347,SOP. CORTA VIENTO NK IZQ,80000083 SOP. CORTA VIENTO NK IZQ,8714109000,05/20/2021 02:58:33 PM,05/20/2022 12:00:00 AM
202105190079361,800006854,INCOLMATAS:CALCA TANQUE DER GRIS B7H1/CALCA TANQUE IZQ GRIS B7H1/CALCA TANQUE DER AZUL B7H1/CALCA TANQUE IZQ AZUL B7H1,CALCOMANIA DECORATIVA ADHESIVA AUTOMOTRIZ,4908909000,05/24/2021 03:24:41 PM,05/24/2022 12:00:00 AM
202105190079362,800006854,INCOLMATAS:CALCA CTA COLA IZQ GRIS B7H1/CALCA CTA COLA IZQ AZUL B7H1/CALCA CTA COLA DER GRIS B7H1/CALCA CTA COLA DER AZUL B7H1,CALCOMANIA DECORATIVA ADHESIVA AUTOMOTRIZ,4908909000,05/24/2021 03:46:42 PM,05/24/2022 12:00:00 AM
202105190079366,811022347,GATO CENTRAL AGILITY RS,80000044 AUM-GAT-CNT-AGT-RS,8714109000,05/20/2021 03:36:05 PM,05/20/2022 12:00:00 AM
202105190079368,811022347,GATO LATERAL AGILITY RS,80000051 AUM-GAT-LAT-AGT-RS,8714109000,05/20/2021 03:43:33 PM,05/20/2022 12:00:00 AM
202105190079369,811022347,SLIDER AGILITY ALL NEW,80003286 AUM-SLI-ALL-NEW,8714109000,05/20/2021 04:02:53 PM,05/20/2022 12:00:00 AM
202105190079371,860001963,TEJIDO DE PUNTO CIRCULAR.,TEJIDO DE PUNTO CIRCULAR ALGODON 100% TENIDA,6006220000,05/24/2021 11:40:08 AM,05/24/2022 12:00:00 AM
202105190079373,830055827,BASTON DE GALA Y SERVICIO PARA GENERALES DE LAS FUERZAS MILITARES Y DE POLICIA,BASTON DE MANDO ELABORADO EN MADERA DE GUAYACAN O EBANO Y LATON,6602000000,05/24/2021 02:27:24 PM,05/24/2022 12:00:00 AM
202105190079374,860001963,TELA EN TEJIDO DE PUNTO CIRCULAR,TELA EN TEJIDO DE PUNTO CIRCULAR 50% ALGODON 50% POLIESTER BLANQUEADO,6006310000,05/24/2021 01:11:21 PM,05/24/2022 12:00:00 AM
202105190079375,890801451,GUIA PARACHOQUE DELANTERA DERECHA - IZQUIERDA BL52 PH2,GUIA DEL PARACHOQUE DELANTERO DERECHO E IZQUIERDO BL52,8708100000,05/20/2021 11:45:39 AM,05/20/2022 12:00:00 AM
202105200079345,830055827,GORRA PERSONAL FEMENINO (KEPIS) EN TEJIDO PLANO 45% LANA 55% POLIESTER VARIAS REFERENCIAS,GORRA PERSONAL FEMENINO (KEPIS) EN TEJIDO PLANO 45% LANA 55% POLIESTER VARIAS REFERENCIAS,6505009000,05/24/2021 02:22:47 PM,05/24/2022 12:00:00 AM
202105200079367,890914860,BROCHE LATON 22 LINEAS PAVONADO,BROCHE LATON 22 LINEAS PAVONADO,8308900000,05/27/2021 03:06:26 PM,05/27/2022 12:00:00 AM
202105200079379,800006050,CAL CARENJ FRONT RJ ONE ST 100,calcomania decorativa adhesiva automotriz de alto rendimiento para motos Auteco Mobility,4908909000,05/25/2021 08:45:23 AM,05/25/2022 12:00:00 AM
202105200079380,900297782,BASTON DE GALA Y SERVICIO GENERALES DE LAS FUERZAS ARMADAS DE COLOMBIA,BASTON DE GALA Y SERVICIO GENERALES DE LAS FUERZAS ARMADAS DE COLOMBIA,6602000000,05/20/2021 05:38:28 PM,05/20/2022 12:00:00 AM
202105200079381,890914860,OJALATE LATON DE DIAMETRO 1/4 PULGADA PAVONADO,OJALETE LATON DE DIAMETRO 1/4 PULGADA PAVONADO,8308101900,05/27/2021 03:08:48 PM,05/27/2022 12:00:00 AM
202105200079383,900215324,MORRAL TACTICO,MORRAL TACTICO,4202920010,05/20/2021 05:55:07 PM,05/20/2022 12:00:00 AM
202105200079385,890914860,OJALETE VENTILACION DIAMETRO 10 MM PAVONADO,OJALETE VENTILACION DIAMETRO 10 MM PAVONADO,8308101900,05/27/2021 03:14:37 PM,05/27/2022 12:00:00 AM
202105200079387,890913861,TRAJE VESTIDO PARA HOMBRE 100% POLIESTER TEJIDO PLANO (SACO Y PANTALON),TRAJE VESTIDO PARA HOMBRE 100% POLIESTER TEJIDO PLANO (SACO Y PANTALON),6203120000,05/20/2021 04:09:17 PM,05/20/2022 12:00:00 AM
202105200079388,800164351,ALIMENTO LACTEO FERMENTADO  CON SABOR A DURAZNO MARCA SMOOVE,ALIMENTO LACTEO FERMENTADO  CON SABOR A DURAZNO,406909000,05/21/2021 09:27:39 AM,05/21/2022 12:00:00 AM
202105200079389,800164351,NECTAR DE DURAZNO  MARCAS  FUNKY,NECTAR DE DURAZNO ULTRA PASTEURIZADO,2009899000,05/24/2021 08:34:20 AM,05/24/2022 12:00:00 AM
202105200079390,800164351,ALIMENTO LACTEO FERMENTADO  CON SABOR A DURAZNO MARCA SMOOVE,ALIMENTO LACTEO FERMENTADO  CON SABOR A DURAZNO,406909000,05/21/2021 10:01:35 AM,05/21/2022 12:00:00 AM
202105200079392,800164351,CONCENTRADO DE PERA MARCA ARO,CONCENTRADO DE PERA,2007100000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079393,890914860,HEBILLA MILITAR 1 1/4 PULGADAS  NIQUELADA,HEBILLA MILITAR 1 1/4 PULGADA NIQUELADA,8308900000,05/27/2021 03:42:10 PM,05/27/2022 12:00:00 AM
202105200079394,800164351,CONCENTRADO DE MANZANA MARCA ARO,CONCENTRADO DE MANZANA,2007100000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079395,832000402,INSTALACIONES ELECTRICAS DE BAJA PARA MOTOS,INSTALACIONES ELECTRICAS DE BAJA PARA MOTOS,8544300000,05/20/2021 04:36:22 PM,05/20/2022 12:00:00 AM
202105200079396,800164351,CONCENTRADO DE MANGO MARCA ARO,CONCENTRADO DE MANGO,2007100000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079398,890914860,OJALETE LATON DIAMETRO 5/8 PULGADA PAVONADO,OJALETE LATON DIAMETRO 5/8 PULGADA PAVONADO,8308101900,05/27/2021 03:44:03 PM,05/27/2022 12:00:00 AM
202105200079400,890914860,OJALETE NEGRO LATON DE 3 MM PAVONADO,OJALETE NEGRO LATON DE 3 MM PAVONADO,8308101900,05/27/2021 06:21:54 PM,05/27/2022 12:00:00 AM
202105200079409,890914860,OJALETE NEGRO  DE 5.6 MM,OJALETE NEGRO DE 5.6 MM,8308101900,05/27/2021 06:23:01 PM,05/27/2022 12:00:00 AM
202105200079412,900369282,Manilar Der Flex/Special MP,Manigueta de manubrio,8714990000,05/21/2021 10:41:43 AM,05/21/2022 12:00:00 AM
202105200079413,900369282,Manilar Izq Flex/Special MP,Manigueta de manubrio,8714990000,05/21/2021 10:56:52 AM,05/21/2022 12:00:00 AM
202105200079414,890914860,OJALETE 3/16 PULGADAS DE DIAMETRO  LATON CON 7 MM DE PROFUNDIDAD  PAVONADO,OJALETE 3/16 PULGADAS DE DIAMETRO LATON CON 7 MM DE PROFUNDIDAD PAVONADO,8308101900,05/27/2021 06:24:10 PM,05/27/2022 12:00:00 AM
202105200079415,800164351,CONCENTRADO DE DURAZNO MARCA ARO,CONCENTRADO DE DURAZNO,2007100000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079416,800164351,ALIMENTO LÁCTEO FERMENTADO CON  SABOR  MORA  MARCA SMOOVE,ALIMENTO LACTEO FERMENTADO  CON SABOR MORA,403909000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079418,800164351,ALIMENTO LÁCTEO FERMENTADO CON  SABOR  FRESA  MARCA SMOOVE,ALIMENTO LACTEO FERMENTADO  CON SABOR FRESA,403909000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079419,800164351,NECTAR DE FRESA CON ADICION DE HIERRO MARCAS FUNKY,NECTAR DE FRESA ULTRAPASTEURIZADO CON ADICION DE HIERRO,2009899000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079420,890914860,OJALETE LATON DE DIAMETRO 3/16 PULGADAS PAVONADO,OJALETE LATON DE DIAMETRO 3/16 PULGADAS PAVONADO,8308101900,05/27/2021 06:25:31 PM,05/27/2022 12:00:00 AM
202105200079421,800164351,NECTAR DE PIÑA  CON ADICION DE HIERRO MARCAS FUNKY,NECTAR DE PIÑA ULTRAPASTEURIZADO CON ADICION DE HIERRO,2009899000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079422,800164351,NECTAR DE PERA MARCAS FUNKY,NECTAR DE PERA ULTRAPASTEURIZADO,2009899000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079423,800164351,NECTAR DE PERA CON ADICION DE HIERRO MARCAS FUNKY,NECTAR DE PERA ULTRAPASTEURIZADO CON ADICION DE HIERRO,2009899000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079424,800164351,NECTAR DE MARACUYA MARCAS FUNKY,NECTAR DE MARACUYA ULTRAPASTEURIZADO,2009899000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079425,800164351,NECTAR DE MANZANA  CON ADICION DE HIERRO MARCAS FUNKY,NECTAR DE MANZANA ULTRAPASTEURIZADO CON ADICION DE HIERRO,2009710000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079426,800164351,NECTAR DE MANDARINA CON ADICION DE HIERRO MARCAS  FUNKY,NECTAR DE MANDARINA ULTRAPASTEURIZADO CON ADICION DE HIERRO,2009310000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079428,800164351,NECTAR DE MANGO CON ADICION DE HIERRO MARCAS FUNKY,NECTAR DE MANGO CON ADICION DE HIERRO ULTRAPASTEURIZADO,2009894000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079429,890914860,OJALETE LATON DIAMETRO 1/2 PULGADA PAVONADO,OJALETE LATON DE DIAMETRO 1/2 PULGADA PAVONADO,8308101900,05/27/2021 06:26:38 PM,05/27/2022 12:00:00 AM
202105200079431,800164351,NECTAR DE DURAZNO CON ADICION DE HIERRO MARCAS  FUNKY,NECTAR DE DURAZNO  ULTRAPASTEURIZADO CON ADICION DE HIERRO,2009899000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079432,800164351,NECTAR DE LULO CON ADICION DE HIERRO MARCA FUNKY,NECTAR DE LULO ULTRAPASTEURIZADO CON ADICION DE HIERRO,2009899000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079433,890900099,TAPA LATERAL DERECHA BA4,PARTE PLASTICA EN ABS PARA MOTOCICLETA,8714109000,05/21/2021 11:48:32 AM,05/21/2022 12:00:00 AM
202105200079434,800164351,NECTAR DE GUANABANA FUNKY LA VITTA 200 ML,NECTAR DE GUANABANA ULTRAPASTEURIZADO,2009899000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079436,890900099,TAPA LATERAL IZQUIERDA BA4,PARTE PLASTICA EN ABS PARA MOTOCICLETA,8714109000,05/21/2021 12:05:43 PM,05/21/2022 12:00:00 AM
202105200079437,890900099,PANEL 1 B72,PARTE PLASTICA EN ABS PARA MOTOCICLETA,8714109000,05/21/2021 12:14:03 PM,05/21/2022 12:00:00 AM
202105200079438,800164351,NECTAR DE FRESA FUNKY,NECTAR DE FRESA ULTRAPASTEURIZADO,2009899000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079439,800164351,NECTAR DE MANZANA MARCAS FUNKY,NECTAR DE MANZANA ULTRAPASTEURIZADO,2009710000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079440,800164351,NECTAR DE MANGO MARCAS FUNKY,NECTAR DE MANGO ULTRAPASTEURIZADO,2009894000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079441,800164351,NECTAR DE MARACUYA CON ADICION DE HIERRO MARCAS FUNKY,NECTAR DE MARACUYA ULTRAPASTEURIZADO CON ADICION DE HIERRO,2009899000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079442,800164351,NECTAR DE MANDARINA MARCAS  FUNKY,NECTAR DE MANDARINA ULTRAPASTEURIZADO,2009310000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079443,800164351,NECTAR DE MANDARINA MARCAS  FUNKY,NECTAR DE MANDARINA ULTRAPASTEURIZADO,2009310000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079444,890914860,OJALETE LATON DE DIAMETRO 5/16 PULGADAS PAVONADO,OJALETE LATON DE DIAMETRO 5/16 PULGADAS PAVONADO,8308101900,05/27/2021 06:29:04 PM,05/27/2022 12:00:00 AM
202105200079445,800164351,NECTAR DE LULO MARCA FUNKY,NECTAR DE LULO ULTRAPASTEURIZADO,2009899000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079446,800164351,NECTAR DE PIÑA MARCAS FUNKY,NECTAR DE PIÑA ULTRAPASTEURIZADO,2009899000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079447,800164351,ALIMENTO LACTEO FERMENTADO  CON SABOR A DURAZNO MARCA SMOOVE,ALIMENTO LACTEO FERMENTADO  CON SABOR A DURAZNO,403909000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079448,901057189,SUDADERA EN POLIESTER 100%,SUDADERA ( CONJUNTO DE CHAQUETA Y PANTALON EN POLIESTER 100% TEJIDO PLANO,6211330000,05/21/2021 03:32:09 PM,05/21/2022 12:00:00 AM
202105200079449,800164351,PIÑA EN TROZOS O TAJADA SIN CORAZON MARCAS LA VITTA,PIÑA EN TROZOS,2008209000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079451,800164351,GELATINA SABOR UVA  90GR  MARCAS,GELATINA SABAR UVA,2106909000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079452,800164351,GELATINA SABOR PIÑA  90GR  MARCAS,GELATINA SABOR PIÑA,2106909000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079453,800164351,GELATINA SABOR CEREZA  90GR  MARCAS,GELATINA SABOR CEREZA,2106909000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079454,800164351,GELATINA SABOR MORA  90GR  MARCAS,GELATINA SABOR MORA,2106909000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079455,800164351,GELATINA SABOR LIMON  90GR  MARCAS,GELATINA SABOR LIMON,2106909000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079456,800164351,AGUA TRATADA POTABLE ENVASADA  300 MILILITROS,AGUA POTABLE TRATADA VARIEDAD: SIN GAS,2201100000,05/24/2021 12:00:00 AM,05/24/2022 12:00:00 AM
202105200079457,800164351,CONCENTRADO DE FRUTAS MIXTAS MARCA ARO,CONCENTRADO DE FRUTAS MIXTAS,2007100000,05/31/2021 12:00:00 AM,05/31/2022 12:00:00 AM
202105200079458,901057189,PANTALON MASCULINO TEJIDO PLANO EN POLIESTER 100%,PANTALON MASCULINO TEJIDO PLANO EN POLIESTER 100%,6203430000,05/21/2021 03:07:50 PM,05/21/2022 12:00:00 AM
202105200079460,901057189,CAMISETA TEJIDO PUNTO 100% POLIESTER,CAMISETA EN TEJ. PUNTO 100% POLIESTER.,6109909000,05/21/2021 10:55:28 AM,05/21/2022 12:00:00 AM
202105200079462,901057189,CAMISETA POLO PARA HOMBRE.,CAMISETA POLO EN TEJIDO DE PUNTO  100% POLIESTER,6105209000,05/21/2021 03:04:43 PM,05/21/2022 12:00:00 AM
202105200079463,901057189,CAMISETA POLO PARA  DAMA.,CAMISETA POLO EN TEJIDO PUNTO 100% POLIESTER,6106200000,05/21/2021 02:05:27 PM,05/21/2022 12:00:00 AM
202105200079464,901057189,UNIFORME DEPORTIVO,CONJUNTO UNIFORME DEPORTIVO MASCULINO,6114300000,05/21/2021 11:56:43 AM,05/21/2022 12:00:00 AM
202105200079465,901057189,CORBATA PARA CABALLERO,CORBATA EN TEJIDO PLANO POLIESTER 100%,6215200000,05/21/2021 11:49:04 AM,05/21/2022 12:00:00 AM
202105200079470,901057189,FALDA ESCOLAR,FALDA ESCOLAR PARA DAMA EN TEJIDO PLANO 100% POLIESTER,6204530000,05/21/2021 11:00:08 AM,05/21/2022 12:00:00 AM
202105200079474,901057189,CHAQUETA IMPERMEABLE DE SERVICIO FEMENINA,CHAQUETA IMPERMEABLE DE SERVICIO FEMENINA DE ALTA VISIBILIDAD IMPERMEABLE,6202130000,05/21/2021 10:57:54 AM,12/31/2021 12:00:00 AM
202105200079476,900596298,±ªLUZ TRASERA K43/UNIT,LUZ TRASERA DE LA MOTOCICLETA,8512209000,05/21/2021 09:30:57 AM,05/21/2022 12:00:00 AM
